Transcript stable ID version,Gene stable ID version,Gene name,Gene type,Gene description
ENST00000663985.1,ENSG00000237484.6,LINC01684,lncRNA,long intergenic non-protein coding RNA 1684 [Source:HGNC Symbol;Acc:HGNC:52472]
ENST00000654158.1,ENSG00000237484.6,LINC01684,lncRNA,long intergenic non-protein coding RNA 1684 [Source:HGNC Symbol;Acc:HGNC:52472]
ENST00000504298.1,ENSG00000248476.1,BACH1-IT1,lncRNA,BACH1 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:40006]
ENST00000626681.1,ENSG00000228817.4,BACH1-IT2,lncRNA,BACH1 intronic transcript 2 [Source:HGNC Symbol;Acc:HGNC:40007]
ENST00000608072.1,ENSG00000228817.4,BACH1-IT2,lncRNA,BACH1 intronic transcript 2 [Source:HGNC Symbol;Acc:HGNC:40007]
ENST00000436529.2,ENSG00000228817.4,BACH1-IT2,lncRNA,BACH1 intronic transcript 2 [Source:HGNC Symbol;Acc:HGNC:40007]
ENST00000627981.1,ENSG00000281181.1,,lncRNA,"novel transcript, similar to YY1 associated myogenesis RNA 1 YAM1"
ENST00000381151.5,ENSG00000198743.7,SLC5A3,protein_coding,solute carrier family 5 member 3 [Source:HGNC Symbol;Acc:HGNC:11038]
ENST00000334067.4,ENSG00000186970.4,KRTAP15-1,protein_coding,keratin associated protein 15-1 [Source:HGNC Symbol;Acc:HGNC:18927]
ENST00000406229.2,ENSG00000219592.2,NCSTNP1,processed_pseudogene,nicastrin pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39606]
ENST00000624263.1,ENSG00000280243.1,MTCO1P1,processed_pseudogene,MT-CO1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:7420]
ENST00000624576.3,ENSG00000278903.3,,lncRNA,novel transcript
ENST00000623738.3,ENSG00000278903.3,,lncRNA,novel transcript
ENST00000623989.3,ENSG00000278903.3,,lncRNA,novel transcript
ENST00000624165.1,ENSG00000278903.3,,lncRNA,novel transcript
ENST00000624847.1,ENSG00000278903.3,,lncRNA,novel transcript
ENST00000444335.1,ENSG00000231068.1,KRTAP21-3,protein_coding,keratin associated protein 21-3 [Source:HGNC Symbol;Acc:HGNC:34216]
ENST00000314103.6,ENSG00000159259.8,CHAF1B,protein_coding,chromatin assembly factor 1 subunit B [Source:HGNC Symbol;Acc:HGNC:1911]
ENST00000480486.1,ENSG00000159259.8,CHAF1B,protein_coding,chromatin assembly factor 1 subunit B [Source:HGNC Symbol;Acc:HGNC:1911]
ENST00000481458.1,ENSG00000159259.8,CHAF1B,protein_coding,chromatin assembly factor 1 subunit B [Source:HGNC Symbol;Acc:HGNC:1911]
ENST00000453420.5,ENSG00000236532.6,LINC01695,lncRNA,long intergenic non-protein coding RNA 1695 [Source:HGNC Symbol;Acc:HGNC:52483]
ENST00000433303.1,ENSG00000236532.6,LINC01695,lncRNA,long intergenic non-protein coding RNA 1695 [Source:HGNC Symbol;Acc:HGNC:52483]
ENST00000437194.1,ENSG00000236532.6,LINC01695,lncRNA,long intergenic non-protein coding RNA 1695 [Source:HGNC Symbol;Acc:HGNC:52483]
ENST00000662491.1,ENSG00000236532.6,LINC01695,lncRNA,long intergenic non-protein coding RNA 1695 [Source:HGNC Symbol;Acc:HGNC:52483]
ENST00000625098.1,ENSG00000279167.1,,processed_pseudogene,N-acetylated alpha-linked acidic dipeptidase 2 (Naalad2) pseudogene
ENST00000406413.1,ENSG00000218125.1,,unprocessed_pseudogene,novel keratin associated protein (KRTAP) family pseudogene
ENST00000425979.5,ENSG00000233997.5,LINC01425,lncRNA,long intergenic non-protein coding RNA 1425 [Source:HGNC Symbol;Acc:HGNC:50733]
ENST00000430060.1,ENSG00000233997.5,LINC01425,lncRNA,long intergenic non-protein coding RNA 1425 [Source:HGNC Symbol;Acc:HGNC:50733]
ENST00000609910.1,ENSG00000273017.1,,lncRNA,"novel transcript, sense intronic BACH1"
ENST00000455275.1,ENSG00000224541.1,,lncRNA,novel transcript
ENST00000623664.1,ENSG00000278996.1,,lncRNA,novel transcript
ENST00000413190.1,ENSG00000233206.1,RPS3AP1,processed_pseudogene,RPS3A pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:10422]
ENST00000286835.12,ENSG00000156304.15,SCAF4,protein_coding,SR-related CTD associated factor 4 [Source:HGNC Symbol;Acc:HGNC:19304]
ENST00000399804.5,ENSG00000156304.15,SCAF4,protein_coding,SR-related CTD associated factor 4 [Source:HGNC Symbol;Acc:HGNC:19304]
ENST00000434667.3,ENSG00000156304.15,SCAF4,protein_coding,SR-related CTD associated factor 4 [Source:HGNC Symbol;Acc:HGNC:19304]
ENST00000467731.1,ENSG00000156304.15,SCAF4,protein_coding,SR-related CTD associated factor 4 [Source:HGNC Symbol;Acc:HGNC:19304]
ENST00000472318.1,ENSG00000156304.15,SCAF4,protein_coding,SR-related CTD associated factor 4 [Source:HGNC Symbol;Acc:HGNC:19304]
ENST00000485790.1,ENSG00000156304.15,SCAF4,protein_coding,SR-related CTD associated factor 4 [Source:HGNC Symbol;Acc:HGNC:19304]
ENST00000450823.1,ENSG00000224524.1,CYCSP42,processed_pseudogene,CYCS pseudogene 42 [Source:HGNC Symbol;Acc:HGNC:2581]
ENST00000420241.1,ENSG00000233300.1,EIF4A1P1,processed_pseudogene,eukaryotic translation initiation factor 4A1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:3283]
ENST00000432230.6,ENSG00000235609.7,,lncRNA,novel transcript
ENST00000451410.1,ENSG00000227342.1,LINC00307,lncRNA,long intergenic non-protein coding RNA 307 [Source:HGNC Symbol;Acc:HGNC:16727]
ENST00000425147.1,ENSG00000213885.4,RPL13AP7,transcribed_processed_pseudogene,ribosomal protein L13a pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:23755]
ENST00000672784.1,ENSG00000213885.4,RPL13AP7,transcribed_processed_pseudogene,ribosomal protein L13a pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:23755]
ENST00000444356.1,ENSG00000224922.1,,lncRNA,novel transcript
ENST00000334058.3,ENSG00000186967.7,KRTAP19-4,protein_coding,keratin associated protein 19-4 [Source:HGNC Symbol;Acc:HGNC:18939]
ENST00000490865.1,ENSG00000237325.3,,processed_pseudogene,chromosome 6 open reading frame 203 (C6orf203) pseudogene
ENST00000435878.1,ENSG00000229025.1,,lncRNA,novel transcript
ENST00000334151.3,ENSG00000186977.3,KRTAP19-5,protein_coding,keratin associated protein 19-5 [Source:HGNC Symbol;Acc:HGNC:18940]
ENST00000450928.1,ENSG00000231355.1,,lncRNA,novel transcript
ENST00000429033.1,ENSG00000228941.1,UBE3AP2,processed_pseudogene,ubiquitin protein ligase E3A pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:12498]
ENST00000623476.2,ENSG00000276612.3,,protein_coding,novel protein
ENST00000432178.5,ENSG00000156261.13,CCT8,protein_coding,chaperonin containing TCP1 subunit 8 [Source:HGNC Symbol;Acc:HGNC:1623]
ENST00000496121.5,ENSG00000156261.13,CCT8,protein_coding,chaperonin containing TCP1 subunit 8 [Source:HGNC Symbol;Acc:HGNC:1623]
ENST00000470450.5,ENSG00000156261.13,CCT8,protein_coding,chaperonin containing TCP1 subunit 8 [Source:HGNC Symbol;Acc:HGNC:1623]
ENST00000286788.9,ENSG00000156261.13,CCT8,protein_coding,chaperonin containing TCP1 subunit 8 [Source:HGNC Symbol;Acc:HGNC:1623]
ENST00000626972.2,ENSG00000156261.13,CCT8,protein_coding,chaperonin containing TCP1 subunit 8 [Source:HGNC Symbol;Acc:HGNC:1623]
ENST00000480359.1,ENSG00000156261.13,CCT8,protein_coding,chaperonin containing TCP1 subunit 8 [Source:HGNC Symbol;Acc:HGNC:1623]
ENST00000475205.1,ENSG00000156261.13,CCT8,protein_coding,chaperonin containing TCP1 subunit 8 [Source:HGNC Symbol;Acc:HGNC:1623]
ENST00000431234.1,ENSG00000156261.13,CCT8,protein_coding,chaperonin containing TCP1 subunit 8 [Source:HGNC Symbol;Acc:HGNC:1623]
ENST00000484403.5,ENSG00000156261.13,CCT8,protein_coding,chaperonin containing TCP1 subunit 8 [Source:HGNC Symbol;Acc:HGNC:1623]
ENST00000481059.5,ENSG00000156261.13,CCT8,protein_coding,chaperonin containing TCP1 subunit 8 [Source:HGNC Symbol;Acc:HGNC:1623]
ENST00000494296.1,ENSG00000156261.13,CCT8,protein_coding,chaperonin containing TCP1 subunit 8 [Source:HGNC Symbol;Acc:HGNC:1623]
ENST00000540844.5,ENSG00000156261.13,CCT8,protein_coding,chaperonin containing TCP1 subunit 8 [Source:HGNC Symbol;Acc:HGNC:1623]
ENST00000400546.6,ENSG00000154654.15,NCAM2,protein_coding,neural cell adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:7657]
ENST00000486367.1,ENSG00000154654.15,NCAM2,protein_coding,neural cell adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:7657]
ENST00000461281.1,ENSG00000154654.15,NCAM2,protein_coding,neural cell adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:7657]
ENST00000484983.1,ENSG00000154654.15,NCAM2,protein_coding,neural cell adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:7657]
ENST00000284894.8,ENSG00000154654.15,NCAM2,protein_coding,neural cell adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:7657]
ENST00000416641.1,ENSG00000226956.1,,lncRNA,novel transcript
ENST00000390690.2,ENSG00000240432.3,KRTAP13-3,protein_coding,keratin associated protein 13-3 [Source:HGNC Symbol;Acc:HGNC:18925]
ENST00000608391.1,ENSG00000273199.1,,lncRNA,"novel transcript, antisense to MORC3"
ENST00000360542.5,ENSG00000197683.5,KRTAP26-1,protein_coding,keratin associated protein 26-1 [Source:HGNC Symbol;Acc:HGNC:33760]
ENST00000623131.1,ENSG00000280172.1,,processed_pseudogene,fem-1 homolog a (C. elegans) (FEM1A) pseudogene
ENST00000416182.1,ENSG00000237527.1,,lncRNA,novel transcript
ENST00000355459.4,ENSG00000198390.5,KRTAP13-1,protein_coding,keratin associated protein 13-1 [Source:HGNC Symbol;Acc:HGNC:18924]
ENST00000420965.1,ENSG00000237731.1,RNGTTP1,processed_pseudogene,RNA guanylyltransferase and 5'-phosphatase pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39652]
ENST00000629969.1,ENSG00000281383.1,,lncRNA,"novel transcript, similar to YY1 associated myogenesis RNA 1 YAM1"
ENST00000508999.1,ENSG00000250973.1,KRTAP13-6P,unprocessed_pseudogene,"keratin associated protein 13-6, pseudogene [Source:HGNC Symbol;Acc:HGNC:18930]"
ENST00000449746.1,ENSG00000236471.1,,lncRNA,novel transcript
ENST00000406538.2,ENSG00000218549.2,OR4K12P,unprocessed_pseudogene,olfactory receptor family 4 subfamily K member 12 pseudogene [Source:HGNC Symbol;Acc:HGNC:15403]
ENST00000361371.10,ENSG00000198862.14,LTN1,protein_coding,listerin E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:13082]
ENST00000389194.7,ENSG00000198862.14,LTN1,protein_coding,listerin E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:13082]
ENST00000486427.1,ENSG00000198862.14,LTN1,protein_coding,listerin E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:13082]
ENST00000475344.1,ENSG00000198862.14,LTN1,protein_coding,listerin E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:13082]
ENST00000389195.7,ENSG00000198862.14,LTN1,protein_coding,listerin E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:13082]
ENST00000483326.1,ENSG00000198862.14,LTN1,protein_coding,listerin E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:13082]
ENST00000614971.4,ENSG00000198862.14,LTN1,protein_coding,listerin E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:13082]
ENST00000424837.1,ENSG00000228961.1,LINC01690,lncRNA,long intergenic non-protein coding RNA 1690 [Source:HGNC Symbol;Acc:HGNC:52477]
ENST00000448908.1,ENSG00000230198.1,RPL37P4,processed_pseudogene,ribosomal protein L37 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:17239]
ENST00000608591.5,ENSG00000273492.6,APP-DT,lncRNA,APP divergent transcript [Source:HGNC Symbol;Acc:HGNC:55075]
ENST00000609365.2,ENSG00000273492.6,APP-DT,lncRNA,APP divergent transcript [Source:HGNC Symbol;Acc:HGNC:55075]
ENST00000664668.1,ENSG00000273492.6,APP-DT,lncRNA,APP divergent transcript [Source:HGNC Symbol;Acc:HGNC:55075]
ENST00000624800.1,ENSG00000279690.1,,TEC,TEC
ENST00000346798.8,ENSG00000142192.21,APP,protein_coding,amyloid beta precursor protein [Source:HGNC Symbol;Acc:HGNC:620]
ENST00000354192.7,ENSG00000142192.21,APP,protein_coding,amyloid beta precursor protein [Source:HGNC Symbol;Acc:HGNC:620]
ENST00000348990.9,ENSG00000142192.21,APP,protein_coding,amyloid beta precursor protein [Source:HGNC Symbol;Acc:HGNC:620]
ENST00000357903.7,ENSG00000142192.21,APP,protein_coding,amyloid beta precursor protein [Source:HGNC Symbol;Acc:HGNC:620]
ENST00000440126.7,ENSG00000142192.21,APP,protein_coding,amyloid beta precursor protein [Source:HGNC Symbol;Acc:HGNC:620]
ENST00000439274.6,ENSG00000142192.21,APP,protein_coding,amyloid beta precursor protein [Source:HGNC Symbol;Acc:HGNC:620]
ENST00000464867.1,ENSG00000142192.21,APP,protein_coding,amyloid beta precursor protein [Source:HGNC Symbol;Acc:HGNC:620]
ENST00000358918.7,ENSG00000142192.21,APP,protein_coding,amyloid beta precursor protein [Source:HGNC Symbol;Acc:HGNC:620]
ENST00000448850.5,ENSG00000142192.21,APP,protein_coding,amyloid beta precursor protein [Source:HGNC Symbol;Acc:HGNC:620]
ENST00000415997.1,ENSG00000142192.21,APP,protein_coding,amyloid beta precursor protein [Source:HGNC Symbol;Acc:HGNC:620]
ENST00000491395.5,ENSG00000142192.21,APP,protein_coding,amyloid beta precursor protein [Source:HGNC Symbol;Acc:HGNC:620]
ENST00000474136.5,ENSG00000142192.21,APP,protein_coding,amyloid beta precursor protein [Source:HGNC Symbol;Acc:HGNC:620]
ENST00000463070.1,ENSG00000142192.21,APP,protein_coding,amyloid beta precursor protein [Source:HGNC Symbol;Acc:HGNC:620]
ENST00000548570.1,ENSG00000142192.21,APP,protein_coding,amyloid beta precursor protein [Source:HGNC Symbol;Acc:HGNC:620]
ENST00000462267.1,ENSG00000142192.21,APP,protein_coding,amyloid beta precursor protein [Source:HGNC Symbol;Acc:HGNC:620]
ENST00000466453.1,ENSG00000142192.21,APP,protein_coding,amyloid beta precursor protein [Source:HGNC Symbol;Acc:HGNC:620]
ENST00000359726.7,ENSG00000142192.21,APP,protein_coding,amyloid beta precursor protein [Source:HGNC Symbol;Acc:HGNC:620]
ENST00000398098.2,ENSG00000214319.2,CXADRP1,processed_pseudogene,CXADR pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:23770]
ENST00000447405.2,ENSG00000235564.2,,lncRNA,novel transcript
ENST00000665316.1,ENSG00000229962.2,,lncRNA,novel transcript
ENST00000658909.1,ENSG00000229962.2,,lncRNA,novel transcript
ENST00000419694.2,ENSG00000229962.2,,lncRNA,novel transcript
ENST00000451820.1,ENSG00000227721.1,RPSAP64,processed_pseudogene,ribosomal protein SA pseudogene 64 [Source:HGNC Symbol;Acc:HGNC:39642]
ENST00000398948.5,ENSG00000184029.9,DSCR4,lncRNA,Down syndrome critical region 4 [Source:HGNC Symbol;Acc:HGNC:3045]
ENST00000328264.7,ENSG00000184029.9,DSCR4,lncRNA,Down syndrome critical region 4 [Source:HGNC Symbol;Acc:HGNC:3045]
ENST00000482032.1,ENSG00000184029.9,DSCR4,lncRNA,Down syndrome critical region 4 [Source:HGNC Symbol;Acc:HGNC:3045]
ENST00000652633.1,ENSG00000270071.3,,lncRNA,novel transcript
ENST00000602921.2,ENSG00000270071.3,,lncRNA,novel transcript
ENST00000444161.1,ENSG00000224421.1,ATP5MFP1,processed_pseudogene,ATP synthase membrane subunit f pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:849]
ENST00000327783.8,ENSG00000171189.17,GRIK1,protein_coding,glutamate ionotropic receptor kainate type subunit 1 [Source:HGNC Symbol;Acc:HGNC:4579]
ENST00000389125.7,ENSG00000171189.17,GRIK1,protein_coding,glutamate ionotropic receptor kainate type subunit 1 [Source:HGNC Symbol;Acc:HGNC:4579]
ENST00000399913.5,ENSG00000171189.17,GRIK1,protein_coding,glutamate ionotropic receptor kainate type subunit 1 [Source:HGNC Symbol;Acc:HGNC:4579]
ENST00000399914.5,ENSG00000171189.17,GRIK1,protein_coding,glutamate ionotropic receptor kainate type subunit 1 [Source:HGNC Symbol;Acc:HGNC:4579]
ENST00000389124.6,ENSG00000171189.17,GRIK1,protein_coding,glutamate ionotropic receptor kainate type subunit 1 [Source:HGNC Symbol;Acc:HGNC:4579]
ENST00000399907.5,ENSG00000171189.17,GRIK1,protein_coding,glutamate ionotropic receptor kainate type subunit 1 [Source:HGNC Symbol;Acc:HGNC:4579]
ENST00000399909.5,ENSG00000171189.17,GRIK1,protein_coding,glutamate ionotropic receptor kainate type subunit 1 [Source:HGNC Symbol;Acc:HGNC:4579]
ENST00000472429.1,ENSG00000171189.17,GRIK1,protein_coding,glutamate ionotropic receptor kainate type subunit 1 [Source:HGNC Symbol;Acc:HGNC:4579]
ENST00000667151.1,ENSG00000286717.1,,lncRNA,"novel transcript, antisense to KCNJ6"
ENST00000382822.2,ENSG00000206102.2,KRTAP19-8,protein_coding,keratin associated protein 19-8 [Source:HGNC Symbol;Acc:HGNC:33898]
ENST00000445197.1,ENSG00000229046.1,HMGN1P2,processed_pseudogene,high mobility group nucleosome binding domain 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:4985]
ENST00000382830.2,ENSG00000206106.2,KRTAP22-2,protein_coding,keratin associated protein 22-2 [Source:HGNC Symbol;Acc:HGNC:37091]
ENST00000458495.1,ENSG00000234107.1,TPT1P1,processed_pseudogene,"tumor protein, translationally-controlled 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16742]"
ENST00000484377.5,ENSG00000142188.17,TMEM50B,protein_coding,transmembrane protein 50B [Source:HGNC Symbol;Acc:HGNC:1280]
ENST00000420455.5,ENSG00000142188.17,TMEM50B,protein_coding,transmembrane protein 50B [Source:HGNC Symbol;Acc:HGNC:1280]
ENST00000470682.5,ENSG00000142188.17,TMEM50B,protein_coding,transmembrane protein 50B [Source:HGNC Symbol;Acc:HGNC:1280]
ENST00000468874.2,ENSG00000142188.17,TMEM50B,protein_coding,transmembrane protein 50B [Source:HGNC Symbol;Acc:HGNC:1280]
ENST00000542230.7,ENSG00000142188.17,TMEM50B,protein_coding,transmembrane protein 50B [Source:HGNC Symbol;Acc:HGNC:1280]
ENST00000441128.5,ENSG00000142188.17,TMEM50B,protein_coding,transmembrane protein 50B [Source:HGNC Symbol;Acc:HGNC:1280]
ENST00000442441.5,ENSG00000142188.17,TMEM50B,protein_coding,transmembrane protein 50B [Source:HGNC Symbol;Acc:HGNC:1280]
ENST00000474272.1,ENSG00000142188.17,TMEM50B,protein_coding,transmembrane protein 50B [Source:HGNC Symbol;Acc:HGNC:1280]
ENST00000432504.1,ENSG00000142188.17,TMEM50B,protein_coding,transmembrane protein 50B [Source:HGNC Symbol;Acc:HGNC:1280]
ENST00000459909.1,ENSG00000142188.17,TMEM50B,protein_coding,transmembrane protein 50B [Source:HGNC Symbol;Acc:HGNC:1280]
ENST00000390689.3,ENSG00000184351.8,KRTAP19-1,protein_coding,keratin associated protein 19-1 [Source:HGNC Symbol;Acc:HGNC:18936]
ENST00000382375.8,ENSG00000205930.10,C21orf62-AS1,lncRNA,C21orf62 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:1290]
ENST00000382377.3,ENSG00000205930.10,C21orf62-AS1,lncRNA,C21orf62 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:1290]
ENST00000454365.1,ENSG00000205930.10,C21orf62-AS1,lncRNA,C21orf62 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:1290]
ENST00000666106.1,ENSG00000205930.10,C21orf62-AS1,lncRNA,C21orf62 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:1290]
ENST00000382378.6,ENSG00000205930.10,C21orf62-AS1,lncRNA,C21orf62 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:1290]
ENST00000491756.2,ENSG00000205930.10,C21orf62-AS1,lncRNA,C21orf62 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:1290]
ENST00000477513.1,ENSG00000205930.10,C21orf62-AS1,lncRNA,C21orf62 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:1290]
ENST00000650763.1,ENSG00000205930.10,C21orf62-AS1,lncRNA,C21orf62 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:1290]
ENST00000655231.1,ENSG00000205930.10,C21orf62-AS1,lncRNA,C21orf62 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:1290]
ENST00000612326.5,ENSG00000205930.10,C21orf62-AS1,lncRNA,C21orf62 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:1290]
ENST00000661254.1,ENSG00000205930.10,C21orf62-AS1,lncRNA,C21orf62 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:1290]
ENST00000669746.1,ENSG00000205930.10,C21orf62-AS1,lncRNA,C21orf62 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:1290]
ENST00000663888.1,ENSG00000205930.10,C21orf62-AS1,lncRNA,C21orf62 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:1290]
ENST00000607953.1,ENSG00000273102.1,,lncRNA,novel transcript
ENST00000622961.3,ENSG00000278932.4,,lncRNA,novel transcript
ENST00000622995.3,ENSG00000278932.4,,lncRNA,novel transcript
ENST00000625153.3,ENSG00000278932.4,,lncRNA,novel transcript
ENST00000624052.1,ENSG00000278932.4,,lncRNA,novel transcript
ENST00000623409.1,ENSG00000278932.4,,lncRNA,novel transcript
ENST00000624162.1,ENSG00000278932.4,,lncRNA,novel transcript
ENST00000669409.1,ENSG00000278932.4,,lncRNA,novel transcript
ENST00000415238.1,ENSG00000224598.1,RPS5P2,processed_pseudogene,RPS5 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:17222]
ENST00000430391.1,ENSG00000235277.1,,lncRNA,novel transcript
ENST00000414189.5,ENSG00000231231.5,LINC01423,lncRNA,long intergenic non-protein coding RNA 1423 [Source:HGNC Symbol;Acc:HGNC:50732]
ENST00000436845.1,ENSG00000231231.5,LINC01423,lncRNA,long intergenic non-protein coding RNA 1423 [Source:HGNC Symbol;Acc:HGNC:50732]
ENST00000671789.1,ENSG00000288187.1,,lncRNA,novel transcript
ENST00000637320.1,ENSG00000275895.7,U2AF1L5,protein_coding,U2 small nuclear RNA auxiliary factor 1 like 5 [Source:HGNC Symbol;Acc:HGNC:51830]
ENST00000623375.3,ENSG00000275895.7,U2AF1L5,protein_coding,U2 small nuclear RNA auxiliary factor 1 like 5 [Source:HGNC Symbol;Acc:HGNC:51830]
ENST00000610664.5,ENSG00000275895.7,U2AF1L5,protein_coding,U2 small nuclear RNA auxiliary factor 1 like 5 [Source:HGNC Symbol;Acc:HGNC:51830]
